Year;Country;Indicator Name;Value;Periodicity;Aggregation method;Unit of measure
1988;Oman;Provisions to nonperforming loans (%);;;;
1988;Oman;Small firms with a bank loan or line of credit (%);;;;
1988;Oman;Stock market capitalization to GDP (%);;;;
1988;Oman;Stock market total value traded to GDP (%);;;;
1988;Oman;Syndicated loan issuance volume to GDP (%);;;;
1988;Qatar;5-bank asset concentration;;;;
1988;Qatar;Bank credit to bank deposits (%);81.77571999999999;;;
1988;Qatar;Bank return on assets (%, before tax);;;;
1988;Qatar;Bank Z-score;;;;
1988;Qatar;Checks used to make payments (% age 15+);;;;
1988;Qatar;Consolidated foreign claims of BIS reporting banks to GDP (%);21.26466;;;
1988;Qatar;Deposit money bank assets to deposit money bank assets and central bank assets (%);;;;
1988;Qatar;Depositing/withdrawing at least once in a typical month (% age 15+);;;;
1988;Qatar;Domestic credit to private sector (% of GDP);42.1537;;;
1988;Qatar;Electronic payments used to make payments (% age 15+);;;;
1988;Qatar;External loans and deposits of reporting banks vis-Ã -vis all sectors (% of domestic bank deposits);;;;
1988;Qatar;Financial system deposits to GDP (%);51.54793;;;
1988;Qatar;Firms not needing a loan (%);;;;
1988;Qatar;Investments financed by banks (%);;;;
1988;Qatar;Loan from a private lender in the past year (% age 15+);;;;
1988;Qatar;Loan through store credit in the past year (% age 15+);;;;
1988;Qatar;Loans requiring collateral (%);;;;
1988;Qatar;Nonbank financial institutionsâ assets to GDP (%);;;;
1988;Qatar;Outstanding domestic private debt securities to GDP (%);;;;
1988;Qatar;Outstanding domestic public debt securities to GDP (%);;;;
1988;Qatar;Value traded excluding top 10 traded companies to total value traded (%);;;;
1988;Saudi Arabia;5-bank asset concentration;;;;
1988;Saudi Arabia;Account used to receive government payments (% age 15+);;;;
1988;Saudi Arabia;Bank accounts per 1,000 adults;;;;
1988;Saudi Arabia;Bank return on equity (%, after tax);;;;
1988;Saudi Arabia;Banking crisis dummy (1=banking crisis, 0=none);0.0;;;
1988;Saudi Arabia;Central bank assets to GDP (%);;;;
1988;Saudi Arabia;External loans and deposits of reporting banks vis-Ã -vis the nonbanking sectors (% of domestic bank deposits);;;;
1988;Saudi Arabia;Financial system deposits to GDP (%);17.39196;;;
1988;Saudi Arabia;Firms with a bank loan or line of credit (%);;;;
1988;Saudi Arabia;Firms with a checking or savings account (%);;;;
1988;Saudi Arabia;Loan in the past year (% age 15+);;;;
1988;Saudi Arabia;Loans from nonresident banks (amounts outstanding) to GDP (%);;;;
1988;Saudi Arabia;Mobile phone used to send money (% age 15+);;;;
1988;Saudi Arabia;Mutual fund assets to GDP (%);;;;
1988;Saudi Arabia;Nonbank financial institutionsâ assets to GDP (%);52.970580000000005;;;
1988;Saudi Arabia;Non-life insurance premium volume to GDP (%);;;;
1988;Saudi Arabia;Pension fund assets to GDP (%);;;;
1988;Saudi Arabia;Remittance inflows to GDP (%);;;;
1988;Saudi Arabia;Small firms with a bank loan or line of credit (%);;;;
1988;Saudi Arabia;Stock price volatility;;;;
1988;Saudi Arabia;Total factoring volume to GDP (%);;;;
1988;Saudi Arabia;Value of collateral needed for a loan (% of the loan amount);;;;
1989;Bahrain;Account at a formal financial institution (% age 15+);;;;
1989;Bahrain;Account used to receive remittances (% age 15+);;;;
1989;Bahrain;Account used to receive wages (% age 15+);;;;
1989;Bahrain;Bank accounts per 1,000 adults;;;;
1989;Bahrain;Bank capital to total assets (%);;;;
1989;Bahrain;Bank concentration (%);;;;
1989;Bahrain;Bank deposits to GDP (%);66.61148;;;
1989;Bahrain;Bank overhead costs to total assets (%);;;;
1989;Bahrain;Bank return on equity (%, before tax);;;;
1989;Bahrain;Bank Z-score;;;;
1989;Bahrain;Checks used to make payments (% age 15+);;;;
1989;Bahrain;Credit card (% age 15+);;;;
1989;Bahrain;Electronic payments used to make payments (% age 15+);;;;
1989;Bahrain;External loans and deposits of reporting banks vis-Ã -vis all sectors (% of domestic bank deposits);;;;
1989;Bahrain;Foreign bank assets among total bank assets (%);;;;
1989;Bahrain;Global leasing volume to GDP (%);;;;
1989;Bahrain;Gross portfolio equity liabilities to GDP (%);;;;
1989;Bahrain;Insurance company assets to GDP (%);;;;
1989;Bahrain;Loans from nonresident banks (amounts outstanding) to GDP (%);16.69443;;;
1989;Bahrain;Loans from nonresident banks (net) to GDP (%);;;;
1989;Bahrain;Loans requiring collateral (%);;;;
1989;Bahrain;Mutual fund assets to GDP (%);;;;
1989;Bahrain;Remittance inflows to GDP (%);;;;
1989;Bahrain;Saved at a financial institution in the past year (% age 15+);;;;
1989;Bahrain;Stock market total value traded to GDP (%);;;;
1989;China;Account used to receive wages (% age 15+);;;;
1989;China;Bank deposits to GDP (%);17.48862;;;
1989;China;Credit flows by fintech and bigtech companies to GDP (%);;;;
1989;China;Nonfinancial corporate bonds to total bonds and notes outstanding (%);;;;
1989;China;Non-life insurance premium volume to GDP (%);;;;
1989;China;Outstanding international private debt securities to GDP (%);1.368441;;;
1989;China;Saved using a savings club in the past year (% age 15+);;;;
1989;China;Small firms with a bank loan or line of credit (%);;;;
1989;China;Stock market return (%, year-on-year);;;;
1989;China;Value traded excluding top 10 traded companies to total value traded (%);;;;
1989;Qatar;External loans and deposits of reporting banks vis-Ã -vis the banking sector (% of domestic bank deposits);;;;
1989;Qatar;Financial system deposits to GDP (%);55.06796;;;
1989;Qatar;Firms whose recent loan application was rejected (%);;;;
1989;Qatar;Foreign bank assets among total banks assets (%);;;;
1989;Qatar;Gross portfolio debt assets to GDP (%);;;;
1989;Qatar;Investments financed by banks (%);;;;
1989;Qatar;Loan in the past year (% age 15+);;;;
1989;Qatar;Loans requiring collateral (%);;;;
1989;Qatar;Mobile phone used to pay bills (% age 15+);;;;
1989;Qatar;Nonfinancial corporate bonds to total bonds and notes outstanding (%);;;;
1989;Qatar;Outstanding domestic private debt securities to GDP (%);;;;
1989;Qatar;Syndicated loan average maturity (years);;;;
1989;Qatar;Syndicated loan issuance volume to GDP (%);;;;
1989;Qatar;Total factoring volume to GDP (%);;;;
1989;Qatar;Working capital financed by banks (%);;;;
1989;Saudi Arabia;Account used to receive wages (% age 15+);;;;
1989;Saudi Arabia;Bank branches per 100,000 adults;;;;
1989;Saudi Arabia;Bank capital to total assets (%);;;;
1989;Saudi Arabia;Bank regulatory capital to risk-weighted assets (%);;;;
1989;Saudi Arabia;Bank return on equity (%, after tax);;;;
1989;Saudi Arabia;Central bank assets to GDP (%);;;;
1989;Saudi Arabia;Depositing/withdrawing at least once in a typical month (% age 15+);;;;
1989;Saudi Arabia;Domestic credit to private sector (% of GDP);20.5231;;;
1989;Saudi Arabia;External loans and deposits of reporting banks vis-Ã -vis the banking sector (% of domestic bank deposits);;;;
1989;Saudi Arabia;Financial system deposits to GDP (%);16.10543;;;
1989;Saudi Arabia;Firms not needing a loan (%);;;;
1989;Saudi Arabia;Firms using banks to finance investments (%);;;;
1989;Saudi Arabia;Foreign banks among total banks (%);;;;
1989;Saudi Arabia;Gross portfolio debt assets to GDP (%);;;;
1989;Saudi Arabia;Gross portfolio equity liabilities to GDP (%);;;;
1989;Saudi Arabia;Insurance company assets to GDP (%);;;;
1989;Saudi Arabia;Liquid liabilities to GDP (%);50.25533;;;
1989;Saudi Arabia;Loan from an employer in the past year (% age 15+);;;;
1989;Saudi Arabia;Loans requiring collateral (%);;;;
1989;Saudi Arabia;Mobile phone used to send money (% age 15+);;;;
1989;Saudi Arabia;Nonfinancial corporate bonds to total bonds and notes outstanding (%);;;;
1989;Saudi Arabia;Non-life insurance premium volume to GDP (%);;;;
1989;Saudi Arabia;Outstanding international private debt securities to GDP (%);;;;
1989;Saudi Arabia;Private credit by deposit money banks and other financial institutions to GDP (%);71.13811;;;
1989;Saudi Arabia;Small firms with a bank loan or line of credit (%);;;;
1989;Saudi Arabia;Stock market turnover ratio (%);;;;
1989;Saudi Arabia;Stock price volatility;;;;
1989;Saudi Arabia;Syndicated loan issuance volume to GDP (%);;;;
1989;Saudi Arabia;Total factoring volume to GDP (%);;;;
1990;Bahrain;Account used to receive government payments (% age 15+);;;;
1990;Bahrain;Account used to receive remittances (% age 15+);;;;
1990;Bahrain;Bank accounts per 1,000 adults;;;;
1990;Bahrain;Bank overhead costs to total assets (%);;;;
1990;Bahrain;Bank regulatory capital to risk-weighted assets (%);;;;
1990;Bahrain;Bank return on equity (%, after tax);;;;
1990;Bahrain;Bank return on equity (%, before tax);;;;
1990;Bahrain;Bank Z-score;;;;
1990;Bahrain;Consolidated foreign claims of BIS reporting banks to GDP (%);123.4577;;;
1990;Bahrain;Corporate bond average maturity (years);;;;
1990;Bahrain;Depositing/withdrawing at least once in a typical month (% age 15+);;;;
1990;Bahrain;Foreign banks among total banks (%);;;;
1990;Bahrain;Government bank assets among total bank assets (%);;;;
1990;Bahrain;Gross portfolio debt assets to GDP (%);;;;
1990;Bahrain;Gross portfolio debt liabilities to GDP (%);;;;
1990;Bahrain;Liquid liabilities to GDP (%);58.522130000000004;;;
1990;Bahrain;Loan in the past year (% age 15+);;;;
1990;Bahrain;Loans from nonresident banks (net) to GDP (%);;;;
1990;Bahrain;Pension fund assets to GDP (%);;;;
1990;Bahrain;Provisions to nonperforming loans (%);;;;
1990;Bahrain;Stock market total value traded to GDP (%);;;;
1990;China;Account used to receive wages (% age 15+);;;;
1990;China;Bank branches per 100,000 adults;;;;
1990;China;Bank capital to total assets (%);;;;
1990;China;Bank deposits to GDP (%);19.86344;;;
1990;China;Corporate bond issuance volume to GDP (%);;;;
1990;China;Deposit money banks'' assets to GDP (%);84.04552;;;
1990;China;Firms using banks to finance working capital (%);;;;
1990;China;Government bank assets among total bank assets (%);;;;
1990;China;Gross portfolio equity assets to GDP (%);;;;
1990;China;Gross portfolio equity liabilities to GDP (%);;;;
1990;China;Liquid assets to deposits and short term funding (%);;;;
1990;China;Liquid liabilities in millions USD (2000 constant);460553.1;;;
1990;China;Liquid liabilities to GDP (%);77.79369;;;
1990;China;Mobile phone used to pay bills (% age 15+);;;;
1990;China;Nonbank financial institutionsâ assets to GDP (%);;;;
1990;China;Private credit by deposit money banks to GDP (%);84.04552;;;
1990;China;Saved at a financial institution in the past year (% age 15+);;;;
1990;China;Stock price volatility;;;;
1990;India;ATMs per 100,000 adults;;;;
1990;India;Bank capital to total assets (%);;;;
1990;India;Bank net interest margin (%);;;;
1990;India;Bank noninterest income to total income (%);;;;
1990;India;Bank overhead costs to total assets (%);;;;
1990;India;Bank return on equity (%, before tax);;;;
1990;India;Depositing/withdrawing at least once in a typical month (% age 15+);;;;
1990;India;External loans and deposits of reporting banks vis-Ã -vis the nonbanking sectors (% of domestic bank deposits);;;;
1990;India;Firms not needing a loan (%);;;;
1990;India;Gross portfolio debt assets to GDP (%);;;;
1990;India;Investments financed by banks (%);;;;
1990;India;Liquid assets to deposits and short term funding (%);;;;
1990;India;Liquid liabilities to GDP (%);42.183840000000004;;;
1990;India;Loan from a private lender in the past year (% age 15+);;;;
1990;India;Loan from family or friends in the past year (% age 15+);;;;
1990;India;Mobile phone used to send money (% age 15+);;;;
1990;India;Mutual fund assets to GDP (%);;;;
1990;India;Nonbank financial institutionsâ assets to GDP (%);;;;
1990;India;Number of listed companies per 1,000,000 people;2.788345;;;
1990;India;Outstanding international public debt securities to GDP (%);;;;
1990;India;Stock market total value traded to GDP (%);;;;
1990;India;Syndicated loan issuance volume to GDP (%);;;;
1990;India;Total factoring volume to GDP (%);;;;
1990;Kuwait;Bank capital to total assets (%);;;;
1990;Kuwait;Bank credit to bank deposits (%);;;;
1990;Kuwait;Bank net interest margin (%);;;;
1990;Kuwait;Bank noninterest income to total income (%);;;;
1990;Kuwait;Bank return on assets (%, after tax);;;;
1990;Kuwait;Domestic credit to private sector (% of GDP);;;;
1990;Kuwait;Electronic payments used to make payments (% age 15+);;;;
1990;Kuwait;Firms using banks to finance working capital (%);;;;
1990;Kuwait;Foreign bank assets among total banks assets (%);;;;
1990;Kuwait;Government bank assets among total bank assets (%);;;;
1990;Kuwait;Gross portfolio debt liabilities to GDP (%);;;;
1990;Kuwait;International debt issues to GDP (%);;;;
1990;Kuwait;Life insurance premium volume to GDP (%);;;;
1990;Kuwait;Liquid liabilities to GDP (%);;;;
1990;Kuwait;Loans from nonresident banks (net) to GDP (%);;;;
1990;Kuwait;Saved using a savings club in the past year (% age 15+);;;;
1990;Kuwait;Stock market turnover ratio (%);;;;
1990;Kuwait;Syndicated loan average maturity (years);;;;
1990;Kuwait;Total factoring volume to GDP (%);;;;
1990;Kuwait;Value traded excluding top 10 traded companies to total value traded (%);;;;
1990;Kuwait;Working capital financed by banks (%);;;;
1990;Oman;Account used for business purposes (% age 15+);;;;
1990;Oman;Bank cost to income ratio (%);;;;
1990;Oman;Bank credit to bank deposits (%);96.67848000000001;;;
1990;Oman;Bank net interest margin (%);;;;
1990;Oman;Bank regulatory capital to risk-weighted assets (%);;;;
1990;Oman;Bank return on equity (%, before tax);;;;
1990;Oman;Consolidated foreign claims of BIS reporting banks to GDP (%);11.36495;;;
1990;Oman;Corporate bond issuance volume to GDP (%);;;;
1990;Oman;Deposit money banks'' assets to GDP (%);22.06762;;;
1990;Oman;External loans and deposits of reporting banks vis-Ã -vis the nonbanking sectors (% of domestic bank deposits);;;;
1990;Oman;Firms using banks to finance investments (%);;;;
1990;Oman;Firms using banks to finance working capital (%);;;;
1990;Oman;Firms with a checking or savings account (%);;;;
1990;Oman;Foreign bank assets among total banks assets (%);;;;
1990;Oman;Gross portfolio debt assets to GDP (%);;;;
1990;Oman;Gross portfolio debt liabilities to GDP (%);;;;
1990;Oman;Gross portfolio equity assets to GDP (%);;;;
1990;Oman;Loan from an employer in the past year (% age 15+);;;;
1990;Oman;Loans from nonresident banks (amounts outstanding) to GDP (%);;;;
1990;Oman;Loans from nonresident banks (net) to GDP (%);;;;
1990;Oman;Non-life insurance premium volume to GDP (%);0.6231616999999999;;;
1990;Oman;Outstanding international public debt securities to GDP (%);;;;
1990;Oman;Provisions to nonperforming loans (%);;;;
1990;Oman;Total factoring volume to GDP (%);;;;
1990;Oman;Working capital financed by banks (%);;;;
1990;Qatar;Account at a formal financial institution (% age 15+);;;;
1990;Qatar;Account used to receive wages (% age 15+);;;;
1990;Qatar;Bank accounts per 1,000 adults;;;;
1990;Qatar;Bank credit to bank deposits (%);80.8695;;;
1990;Qatar;Bank return on equity (%, after tax);;;;
1990;Qatar;Bank Z-score;;;;
1990;Qatar;Deposit money bank assets to deposit money bank assets and central bank assets (%);;;;
1990;Qatar;Deposit money banks'' assets to GDP (%);36.9719;;;
1990;Qatar;External loans and deposits of reporting banks vis-Ã -vis the banking sector (% of domestic bank deposits);;;;
1990;Qatar;International debt issues to GDP (%);;;;
1990;Qatar;Investments financed by banks (%);;;;
1990;Qatar;Loan from a financial institution in the past year (% age 15+);;;;
1990;Qatar;Loans from nonresident banks (amounts outstanding) to GDP (%);;;;
1990;Qatar;Mobile phone used to send money (% age 15+);;;;
1990;Qatar;Nonbank financial institutionsâ assets to GDP (%);;;;
1990;Qatar;Non-life insurance premium volume to GDP (%);1.137975;;;
1990;Qatar;Outstanding international public debt securities to GDP (%);;;;
1990;Qatar;Remittance inflows to GDP (%);;;;
1990;Qatar;Stock market capitalization to GDP (%);;;;
1990;Qatar;Stock market total value traded to GDP (%);;;;
1990;Qatar;Stock market turnover ratio (%);;;;
1990;Qatar;Value traded excluding top 10 traded companies to total value traded (%);;;;
1990;Saudi Arabia;Account used to receive wages (% age 15+);;;;
1990;Saudi Arabia;Bank capital to total assets (%);;;;
1990;Saudi Arabia;Bank concentration (%);;;;
1990;Saudi Arabia;Bank cost to income ratio (%);;;;
1990;Saudi Arabia;Bank net interest margin (%);;;;
1990;Saudi Arabia;Bank regulatory capital to risk-weighted assets (%);;;;
1990;Saudi Arabia;Bank return on assets (%, before tax);;;;
1990;Saudi Arabia;Domestic credit to private sector (% of GDP);14.8221;;;
1990;Saudi Arabia;Financial system deposits to GDP (%);12.977260000000001;;;
1990;Saudi Arabia;Global leasing volume to GDP (%);;;;
1990;Saudi Arabia;Gross portfolio equity liabilities to GDP (%);;;;
1990;Saudi Arabia;Loan in the past year (% age 15+);;;;
1990;Saudi Arabia;Loan through store credit in the past year (% age 15+);;;;
1990;Saudi Arabia;Loans from nonresident banks (amounts outstanding) to GDP (%);;;;
1990;Saudi Arabia;Market capitalization excluding top 10 companies to total market capitalization (%);;;;
1990;Saudi Arabia;Outstanding domestic public debt securities to GDP (%);;;;
1990;Saudi Arabia;Remittance inflows to GDP (%);;;;
1990;Saudi Arabia;Stock market return (%, year-on-year);;;;
1990;Saudi Arabia;Syndicated loan average maturity (years);;;;
1990;Saudi Arabia;Total factoring volume to GDP (%);;;;
1990;Saudi Arabia;Working capital financed by banks (%);;;;
1991;Bahrain;Account used to receive wages (% age 15+);;;;
1991;Bahrain;ATMs per 100,000 adults;;;;
1991;Bahrain;Bank accounts per 1,000 adults;;;;
1991;Bahrain;Bank concentration (%);;;;
1991;Bahrain;Bank cost to income ratio (%);;;;
1991;Bahrain;Bank net interest margin (%);;;;
1991;Bahrain;Bank return on assets (%, before tax);;;;
1991;Bahrain;Bank return on equity (%, after tax);;;;
1991;Bahrain;Central bank assets to GDP (%);;;;
1991;Bahrain;Checks used to make payments (% age 15+);;;;
1991;Bahrain;Deposit money banks'' assets to GDP (%);40.91145;;;
1991;Bahrain;Foreign bank assets among total bank assets (%);;;;
1991;Bahrain;Gross portfolio debt assets to GDP (%);;;;
1991;Bahrain;Gross portfolio equity liabilities to GDP (%);;;;
1991;Bahrain;Mutual fund assets to GDP (%);;;;
1991;Bahrain;Non-life insurance premium volume to GDP (%);1.109515;;;
1991;Bahrain;Outstanding domestic private debt securities to GDP (%);;;;
1991;Bahrain;Outstanding domestic public debt securities to GDP (%);;;;
1991;Bahrain;Saved any money in the past year (% age 15+);;;;
1991;Bahrain;Saved at a financial institution in the past year (% age 15+);;;;
1991;Bahrain;Stock market return (%, year-on-year);;;;
1991;Bahrain;Value traded excluding top 10 traded companies to total value traded (%);;;;
1991;China;Account at a formal financial institution (% age 15+);;;;
1991;China;Account used to receive remittances (% age 15+);;;;
1991;China;ATMs per 100,000 adults;;;;
1991;China;Bank overhead costs to total assets (%);;;;
1991;China;Bank return on assets (%, after tax);;;;
1991;China;Bank return on assets (%, before tax);;;;
1991;China;Corporate bond average maturity (years);;;;
1991;China;Credit to government and state-owned enterprises to GDP (%);;;;
1991;China;Domestic credit to private sector (% of GDP);88.3624;;;
1991;China;External loans and deposits of reporting banks vis-Ã -vis the banking sector (% of domestic bank deposits);;;;
1991;China;Financial system deposits to GDP (%);22.97685;;;
1991;China;Firms using banks to finance investments (%);;;;
1991;China;Loan from a private lender in the past year (% age 15+);;;;
1991;China;Loans from nonresident banks (amounts outstanding) to GDP (%);1.4575870000000002;;;
1991;China;Loans from nonresident banks (net) to GDP (%);0.0057385;;;
1991;China;Mobile phone used to send money (% age 15+);;;;
1991;China;Small firms with a bank loan or line of credit (%);;;;
1991;China;Value of collateral needed for a loan (% of the loan amount);;;;
1991;India;5-bank asset concentration;;;;
1991;India;Account used to receive government payments (% age 15+);;;;
1991;India;Account used to receive wages (% age 15+);;;;
1991;India;Bank capital to total assets (%);;;;
1991;India;Bank credit to bank deposits (%);69.3438;;;
1991;India;Bank return on assets (%, before tax);;;;
1991;India;Bank return on equity (%, after tax);;;;
1991;India;Central bank assets to GDP (%);15.945089999999999;;;
1991;India;Corporate bond average maturity (years);;;;
1991;India;Corporate bond issuance volume to GDP (%);;;;
1991;India;Debit card (% age 15+);;;;
1991;India;Depositing/withdrawing at least once in a typical month (% age 15+);;;;
1991;India;Firms not needing a loan (%);;;;
1991;India;Firms whose recent loan application was rejected (%);;;;
1991;India;Foreign banks among total banks (%);;;;
1991;India;Gross portfolio debt liabilities to GDP (%);;;;
1991;India;Investments financed by banks (%);;;;
1991;India;Loan from a financial institution in the past year (% age 15+);;;;
1991;India;Market capitalization excluding top 10 companies to total market capitalization (%);;;;
1991;India;Mobile phone used to send money (% age 15+);;;;
1991;India;Nonbank financial institutionsâ assets to GDP (%);;;;
1991;India;Outstanding domestic private debt securities to GDP (%);;;;
1991;India;Pension fund assets to GDP (%);;;;
1991;India;Private credit by deposit money banks and other financial institutions to GDP (%);23.82174;;;
1991;India;Saved any money in the past year (% age 15+);;;;
1991;India;Stock market return (%, year-on-year);39.179390000000005;;;
1991;India;Syndicated loan issuance volume to GDP (%);;;;
1991;India;Total factoring volume to GDP (%);;;;
1991;India;Value traded excluding top 10 traded companies to total value traded (%);;;;
1991;Kuwait;Account used for business purposes (% age 15+);;;;
1991;Kuwait;ATMs per 100,000 adults;;;;
1991;Kuwait;Bank branches per 100,000 adults;;;;
1991;Kuwait;Bank lending-deposit spread;1.299167;;;
1991;Kuwait;Bank overhead costs to total assets (%);;;;
1991;Kuwait;Bank return on equity (%, after tax);;;;
1991;Kuwait;Banking crisis dummy (1=banking crisis, 0=none);0.0;;;
1991;Kuwait;Debit card (% age 15+);;;;
1991;Kuwait;Electronic payments used to make payments (% age 15+);;;;
1991;Kuwait;External loans and deposits of reporting banks vis-Ã -vis all sectors (% of domestic bank deposits);;;;
1991;Kuwait;Financial system deposits to GDP (%);178.0018;;;
1991;Kuwait;Foreign bank assets among total bank assets (%);;;;
1991;Kuwait;Foreign banks among total banks (%);;;;
1991;Kuwait;Gross portfolio debt liabilities to GDP (%);;;;
1991;Kuwait;Investments financed by banks (%);;;;
1991;Kuwait;Life insurance premium volume to GDP (%);;;;
1991;Kuwait;Loan from a private lender in the past year (% age 15+);;;;
1991;Kuwait;Loan from an employer in the past year (% age 15+);;;;
1991;Kuwait;Loan in the past year (% age 15+);;;;
1991;Kuwait;Loan through store credit in the past year (% age 15+);;;;
1991;Kuwait;Market capitalization excluding top 10 companies to total market capitalization (%);;;;
1991;Kuwait;Mobile phone used to send money (% age 15+);;;;
1991;Kuwait;Mutual fund assets to GDP (%);;;;
1991;Kuwait;Outstanding domestic private debt securities to GDP (%);;;;
1991;Kuwait;Private credit by deposit money banks to GDP (%);26.730140000000002;;;
1991;Kuwait;Provisions to nonperforming loans (%);;;;
1991;Kuwait;Stock market capitalization to GDP (%);;;;
1991;Oman;Bank accounts per 1,000 adults;;;;
1991;Oman;Bank return on equity (%, before tax);;;;
1991;Oman;Bank Z-score;;;;
1991;Oman;Corporate bond average maturity (years);;;;
1991;Oman;Credit to government and state-owned enterprises to GDP (%);3.085466;;;
1991;Oman;Debit card (% age 15+);;;;
1991;Oman;Domestic credit to private sector (% of GDP);21.4415;;;
1991;Oman;Electronic payments used to make payments (% age 15+);;;;
1991;Oman;External loans and deposits of reporting banks vis-Ã -vis the nonbanking sectors (% of domestic bank deposits);;;;
1991;Oman;Firms identifying access to finance as a major constraint (%);;;;
1991;Oman;Firms using banks to finance investments (%);;;;
1991;Oman;Foreign bank assets among total bank assets (%);;;;
1991;Oman;Gross portfolio equity liabilities to GDP (%);;;;
1991;Oman;International debt issues to GDP (%);;;;
1991;Oman;Loan from a financial institution in the past year (% age 15+);;;;
1991;Oman;Market capitalization excluding top 10 companies to total market capitalization (%);;;;
1991;Oman;Mutual fund assets to GDP (%);;;;
1991;Oman;Saved using a savings club in the past year (% age 15+);;;;
1991;Oman;Stock market turnover ratio (%);;;;
1991;Oman;Stock price volatility;;;;
1991;Oman;Syndicated loan average maturity (years);;;;
1991;Oman;Syndicated loan issuance volume to GDP (%);;;;
1991;Oman;Value of collateral needed for a loan (% of the loan amount);;;;
1991;Qatar;Account used to receive wages (% age 15+);;;;
1991;Qatar;Bank concentration (%);;;;
1991;Qatar;Bank credit to bank deposits (%);105.5393;;;
1991;Qatar;Bank overhead costs to total assets (%);;;;
1991;Qatar;Bank regulatory capital to risk-weighted assets (%);;;;
1991;Qatar;Checks used to make payments (% age 15+);;;;
1991;Qatar;Corporate bond average maturity (years);;;;
1991;Qatar;Corporate bond issuance volume to GDP (%);;;;
1991;Qatar;Credit card (% age 15+);;;;
1991;Qatar;Deposit money banks'' assets to GDP (%);53.255109999999995;;;
1991;Qatar;Liquid liabilities in millions USD (2000 constant);6077.5;;;
1991;Qatar;Outstanding international private debt securities to GDP (%);;;;
1991;Qatar;Pension fund assets to GDP (%);;;;
1991;Qatar;Small firms with a bank loan or line of credit (%);;;;
1991;Qatar;Stock market capitalization to GDP (%);;;;
1991;Qatar;Working capital financed by banks (%);;;;
1991;Saudi Arabia;Account used for business purposes (% age 15+);;;;
1991;Saudi Arabia;Account used to receive wages (% age 15+);;;;
1991;Saudi Arabia;ATMs per 100,000 adults;;;;
1991;Saudi Arabia;Bank capital to total assets (%);;;;
1991;Saudi Arabia;Bank return on assets (%, after tax);;;;
1991;Saudi Arabia;Banking crisis dummy (1=banking crisis, 0=none);0.0;;;
1991;Saudi Arabia;Central bank assets to GDP (%);;;;
1991;Saudi Arabia;Checks used to make payments (% age 15+);;;;
1991;Saudi Arabia;Debit card (% age 15+);;;;
1991;Saudi Arabia;Deposit money banks'' assets to GDP (%);23.09479;;;
1991;Saudi Arabia;Financial system deposits to GDP (%);15.223629999999998;;;
1991;Saudi Arabia;Firms not needing a loan (%);;;;
1991;Saudi Arabia;Firms using banks to finance working capital (%);;;;
1991;Saudi Arabia;Gross portfolio debt liabilities to GDP (%);;;;
1991;Saudi Arabia;Liquid assets to deposits and short term funding (%);;;;
1991;Saudi Arabia;Liquid liabilities in millions USD (2000 constant);91116.55;;;
1991;Saudi Arabia;Liquid liabilities to GDP (%);43.41445;;;
1991;Saudi Arabia;Loan from a financial institution in the past year (% age 15+);;;;
1991;Saudi Arabia;Loan in the past year (% age 15+);;;;
1991;Saudi Arabia;Loans from nonresident banks (net) to GDP (%);;;;
1991;Saudi Arabia;Market capitalization excluding top 10 companies to total market capitalization (%);;;;
1991;Saudi Arabia;Mutual fund assets to GDP (%);;;;
1991;Saudi Arabia;Outstanding domestic private debt securities to GDP (%);;;;
1991;Saudi Arabia;Saved using a savings club in the past year (% age 15+);;;;
1991;Saudi Arabia;Stock market return (%, year-on-year);;;;
1992;Bahrain;Account used for business purposes (% age 15+);;;;
1992;Bahrain;Bank capital to total assets (%);;;;
1992;Bahrain;Bank deposits to GDP (%);61.442009999999996;;;
1992;Bahrain;Checks used to make payments (% age 15+);;;;
1992;Bahrain;Credit to government and state-owned enterprises to GDP (%);7.653484;;;
1992;Bahrain;Debit card (% age 15+);;;;
1992;Bahrain;Domestic credit to private sector (% of GDP);37.8639;;;
1992;Bahrain;External loans and deposits of reporting banks vis-Ã -vis the banking sector (% of domestic bank deposits);;;;
1992;Bahrain;External loans and deposits of reporting banks vis-Ã -vis the nonbanking sectors (% of domestic bank deposits);;;;
1992;Bahrain;Firms using banks to finance working capital (%);;;;
1992;Bahrain;Firms with a bank loan or line of credit (%);;;;
1992;Bahrain;Foreign bank assets among total bank assets (%);;;;
1992;Bahrain;Foreign bank assets among total banks assets (%);;;;
1992;Bahrain;Gross portfolio debt assets to GDP (%);;;;
1992;Bahrain;Gross portfolio debt liabilities to GDP (%);;;;
1992;Bahrain;International debt issues to GDP (%);;;;
1992;Bahrain;Life insurance premium volume to GDP (%);0.1403939;;;
1992;Bahrain;Liquid assets to deposits and short term funding (%);;;;
1992;Bahrain;Loan from a financial institution in the past year (% age 15+);;;;
1992;Bahrain;Loan from family or friends in the past year (% age 15+);;;;
1992;Bahrain;Loans requiring collateral (%);;;;
1992;Bahrain;Nonbank financial institutionsâ assets to GDP (%);23.562920000000002;;;
1992;Bahrain;Non-life insurance premium volume to GDP (%);1.1349120000000001;;;
1992;Bahrain;Private credit by deposit money banks and other financial institutions to GDP (%);61.41626;;;
1992;Bahrain;Private credit by deposit money banks to GDP (%);37.863859999999995;;;
1992;Bahrain;Provisions to nonperforming loans (%);;;;
